id,restaurant_name,category,esimated_cooking_time,latitude,longitude
R_82887,Restaurant CQA,ICECREAM,46.0,13.803373,100.614058
R_82875,Restaurant CQB,ICECREAM,50.0,13.63287741,100.6165523
R_82873,Restaurant CQC,ICECREAM,40.0,14.07847868,100.6137739
R_82871,Restaurant CQD,ICECREAM,41.0,13.826378,100.676755
R_82870,Restaurant CQE,ICECREAM,45.0,13.80338273,100.7093062
R_82869,Restaurant CQF,ICECREAM,45.0,13.7816873,100.6187569
R_82864,Restaurant CQG,ICECREAM,46.0,13.72912087,100.5302166
R_82863,Restaurant CQH,ICECREAM,47.0,13.668548,100.635667
R_82862,Restaurant CQI,ICECREAM,50.0,13.73510992,100.5822391
R_82861,Restaurant CQJ,ICECREAM,38.0,13.707614,100.664872
R_82847,Restaurant CQK,ICECREAM,35.0,13.739105,100.559878
R_82845,Restaurant CQL,ICECREAM,38.0,13.7133,100.492864
R_82824,Restaurant CQM,ICECREAM,44.0,13.72625964,100.5109858
R_82817,Restaurant CQN,ICECREAM,43.0,13.712506,100.43382
R_82812,Restaurant CQO,ICECREAM,36.0,13.6692075,100.6234183
R_82798,Restaurant CQP,ICECREAM,34.0,13.73633094,100.5882137
R_82796,Restaurant CQQ,ICECREAM,39.0,13.74688941,100.5390225
R_82790,Restaurant CQR,ICECREAM,44.0,13.8419981,100.5576602
R_82785,Restaurant CQS,ICECREAM,44.0,13.744093,100.500843
R_82783,Restaurant CQT,ICECREAM,40.0,13.6387709,100.4947729
R_82780,Restaurant CQU,ICECREAM,37.0,13.72550482,100.5662063
R_82772,Restaurant CQV,ICECREAM,41.0,13.724409,100.547254
R_82770,Restaurant CQW,ICECREAM,38.0,13.72228434,100.5840595
R_82765,Restaurant CQX,ICECREAM,38.0,13.742551,100.540639
R_82749,Restaurant CQY,ICECREAM,34.0,13.887418,100.643294
R_82747,Restaurant CQZ,ICECREAM,48.0,13.7212858,100.727805
R_82737,Restaurant CRA,ICECREAM,48.0,13.71369482,100.4715442
R_82735,Restaurant CRB,ICECREAM,48.0,13.720262,100.515353
R_82729,Restaurant CRC,ICECREAM,45.0,13.859401,100.695323
R_82725,Restaurant CRD,ICECREAM,37.0,13.70638396,100.5439574
R_82704,Restaurant CRE,ICECREAM,50.0,13.6642102,100.4380073
R_82695,Restaurant CRF,ICECREAM,38.0,13.71535532,100.4863271
R_82694,Restaurant CRG,ICECREAM,30.0,13.73311723,100.4892692
R_82693,Restaurant CRH,ICECREAM,40.0,13.665636,100.642479
R_82686,Restaurant CRI,ICECREAM,36.0,13.691274,100.613498
R_82681,Restaurant CRJ,ICECREAM,47.0,13.753734,100.539613
R_82679,Restaurant CRK,ICECREAM,50.0,13.761962,100.543296
R_82677,Restaurant CRL,ICECREAM,31.0,13.8514572,100.620622
R_82672,Restaurant CRM,ICECREAM,30.0,13.7826224,100.546054
R_82657,Restaurant CRN,ICECREAM,33.0,13.74294029,100.6287814
R_82654,Restaurant CRO,ICECREAM,46.0,13.659326,100.62968
R_82642,Restaurant CRP,ICECREAM,41.0,13.611282,100.511473
R_82640,Restaurant CRQ,ICECREAM,38.0,13.8844232,100.491541
R_82623,Restaurant CRR,ICECREAM,38.0,13.73783057,100.5082759
R_82622,Restaurant CRS,ICECREAM,36.0,13.725146,100.558892
R_82607,Restaurant CRT,ICECREAM,39.0,13.7576397,100.4985035
R_82602,Restaurant CRU,ICECREAM,36.0,13.7777547,100.5703873
R_82594,Restaurant CRV,ICECREAM,43.0,13.79017,100.394292
R_82587,Restaurant CRW,ICECREAM,36.0,13.7269397,100.5099961
R_82585,Restaurant CRX,ICECREAM,40.0,13.753441,100.451558
R_82580,Restaurant CRY,ICECREAM,49.0,13.751856,100.498349
R_82579,Restaurant CRZ,ICECREAM,33.0,13.842645,100.570023
R_82567,Restaurant CSA,ICECREAM,50.0,13.72703054,100.7755463
R_82563,Restaurant CSB,ICECREAM,30.0,13.74849945,100.5640114
R_82554,Restaurant CSC,ICECREAM,35.0,13.732823,100.527185
R_82549,Restaurant CSD,ICECREAM,41.0,13.734706,100.524996
R_82531,Restaurant CSE,ICECREAM,49.0,13.89428867,100.5484711
R_82528,Restaurant CSF,ICECREAM,41.0,13.7461217,100.540052
R_82526,Restaurant CSG,ICECREAM,33.0,13.767505,100.603146
R_82511,Restaurant CSH,ICECREAM,36.0,13.74677243,100.3521429
R_82499,Restaurant CSI,ICECREAM,39.0,13.688191,100.647483
R_82495,Restaurant CSJ,ICECREAM,48.0,13.7265503,100.5109443
R_82480,Restaurant CSK,ICECREAM,35.0,13.98930965,100.6185116
R_82478,Restaurant CSL,ICECREAM,37.0,13.85955579,100.5564408
R_82468,Restaurant CSM,ICECREAM,43.0,13.741102,100.556282
R_82458,Restaurant CSN,ICECREAM,41.0,13.736473,100.620293
R_82453,Restaurant CSO,ICECREAM,49.0,13.689767,100.635335
R_82445,Restaurant CSP,ICECREAM,50.0,13.72415918,100.5499793
R_82442,Restaurant CSQ,ICECREAM,36.0,13.678202,100.433703
R_82431,Restaurant CSR,ICECREAM,41.0,13.726737,100.4893395
R_82428,Restaurant CSS,ICECREAM,49.0,13.6840865,100.4143628
R_82425,Restaurant CST,ICECREAM,42.0,13.64758634,100.6308116
R_82421,Restaurant CSU,ICECREAM,45.0,13.795088,100.65115
R_82410,Restaurant CSV,ICECREAM,39.0,13.6086598,100.5077701
R_82408,Restaurant CSW,ICECREAM,31.0,13.74133069,100.5229793
R_82389,Restaurant CSX,ICECREAM,45.0,13.765083,100.539262
R_82388,Restaurant CSY,ICECREAM,46.0,13.9886803,100.6178913
R_82380,Restaurant CSZ,ICECREAM,40.0,13.763417,100.495527
R_82377,Restaurant CTA,ICECREAM,47.0,13.87172403,100.532345
R_82365,Restaurant CTB,ICECREAM,44.0,13.852295,100.620605
R_82349,Restaurant CTC,ICECREAM,30.0,13.6216251,100.6404384
R_82342,Restaurant CTD,ICECREAM,43.0,13.7278133,100.499937
R_82334,Restaurant CTE,ICECREAM,31.0,13.824528,100.69975
R_82329,Restaurant CTF,ICECREAM,40.0,13.739365,100.560593
R_82327,Restaurant CTG,ICECREAM,36.0,13.70775007,100.3756051
R_82326,Restaurant CTH,ICECREAM,42.0,13.730411,100.59641
R_82323,Restaurant CTI,ICECREAM,46.0,13.617381,100.755353
R_82319,Restaurant CTJ,ICECREAM,34.0,13.755919,100.481101
R_82318,Restaurant CTK,ICECREAM,32.0,14.0657594,100.6442582
R_82308,Restaurant CTL,ICECREAM,43.0,13.9057643,100.5157228
R_82307,Restaurant CTM,ICECREAM,32.0,13.761709,100.565314
R_82279,Restaurant CTN,ICECREAM,34.0,13.746091,100.602052
R_82272,Restaurant CTO,ICECREAM,50.0,13.793511,100.424606
R_82271,Restaurant CTP,ICECREAM,33.0,13.70822334,100.4816274
R_82267,Restaurant CTQ,ICECREAM,33.0,13.6254135,100.5116304
R_82262,Restaurant CTR,ICECREAM,41.0,13.72939,100.476267
R_82261,Restaurant CTS,ICECREAM,47.0,13.831594,100.59792
R_82259,Restaurant CTT,ICECREAM,31.0,13.747321,100.540195
R_82255,Restaurant CTU,ICECREAM,50.0,13.806892,100.535331
R_82254,Restaurant CTV,ICECREAM,49.0,13.777731,100.570274
R_82249,Restaurant CTW,ICECREAM,44.0,13.9312908,100.5884339
R_82245,Restaurant CTX,ICECREAM,33.0,13.7173936,100.4758779
R_82238,Restaurant CTY,ICECREAM,50.0,13.668291,100.415499
R_82236,Restaurant CTZ,ICECREAM,48.0,13.96467551,100.592774
R_82231,Restaurant CUA,ICECREAM,50.0,13.733173,100.534964
R_82223,Restaurant CUB,ICECREAM,38.0,13.713487,100.478976
R_82220,Restaurant CUC,ICECREAM,40.0,13.728242,100.4937684
R_82210,Restaurant CUD,ICECREAM,48.0,13.7216054,100.7269169
R_82202,Restaurant CUE,ICECREAM,41.0,13.812359,100.68765
R_82193,Restaurant CUF,ICECREAM,48.0,13.75556867,100.5411153
R_82182,Restaurant CUG,ICECREAM,39.0,13.6223954,100.6668135
R_82173,Restaurant CUH,ICECREAM,35.0,13.7584065,100.5660806
R_82160,Restaurant CUI,ICECREAM,47.0,13.86493238,100.4823697
R_82136,Restaurant CUJ,ICECREAM,38.0,13.789416,100.42653
R_82128,Restaurant CUK,ICECREAM,31.0,13.697479,100.537344
R_82122,Restaurant CUL,ICECREAM,31.0,13.844229,100.542162
R_82116,Restaurant CUM,ICECREAM,33.0,13.6734498,100.684846
R_82103,Restaurant CUN,ICECREAM,32.0,13.806013,100.534569
R_82095,Restaurant CUO,ICECREAM,35.0,13.74021,100.581229
R_82091,Restaurant CUP,ICECREAM,37.0,13.989552,100.617156
R_82089,Restaurant CUQ,ICECREAM,40.0,13.75766054,100.6156048
R_82087,Restaurant CUR,ICECREAM,46.0,13.850187,100.581489
R_82079,Restaurant CUS,ICECREAM,34.0,13.743233,100.508568
R_82072,Restaurant CUT,ICECREAM,31.0,13.76717816,100.6925377
R_82066,Restaurant CUU,ICECREAM,30.0,13.70504137,100.526003
R_82053,Restaurant CUV,ICECREAM,38.0,13.745073,100.499221
R_82045,Restaurant CUW,ICECREAM,34.0,13.843952,100.511847
R_82035,Restaurant CUX,ICECREAM,47.0,13.9223976,100.6370984
R_82026,Restaurant CUY,ICECREAM,32.0,13.81671084,100.5963534
R_82018,Restaurant CUZ,ICECREAM,47.0,13.83152884,100.7218845
R_82016,Restaurant CVA,ICECREAM,43.0,13.63966287,100.493009
R_82015,Restaurant CVB,ICECREAM,50.0,13.720943,100.56336
R_81993,Restaurant CVC,ICECREAM,42.0,13.652523,100.443129
R_81990,Restaurant CVD,ICECREAM,42.0,13.663065,100.613194
R_81987,Restaurant CVE,ICECREAM,36.0,13.767999,100.466076
R_81981,Restaurant CVF,ICECREAM,48.0,13.75683953,100.5338038
R_81970,Restaurant CVG,ICECREAM,49.0,13.762749,100.555726
R_81969,Restaurant CVH,ICECREAM,46.0,13.81243788,100.6229829
R_81959,Restaurant CVI,ICECREAM,36.0,13.757132,100.517525
R_81943,Restaurant CVJ,ICECREAM,48.0,13.776986,100.675792
R_81939,Restaurant CVK,ICECREAM,37.0,13.84316912,100.5703624
R_81936,Restaurant CVL,ICECREAM,34.0,13.669118,100.418752
R_81934,Restaurant CVM,ICECREAM,31.0,13.733197,100.530048
R_81929,Restaurant CVN,ICECREAM,46.0,13.762857,100.498833
R_81926,Restaurant CVO,ICECREAM,42.0,13.73663785,100.6229197
R_81918,Restaurant CVP,ICECREAM,45.0,13.634114,100.414294
R_81905,Restaurant CVQ,ICECREAM,50.0,13.720654,100.702517
R_81899,Restaurant CVR,ICECREAM,46.0,13.76620068,100.5694029
R_81884,Restaurant CVS,ICECREAM,34.0,13.697425,100.536673
R_81856,Restaurant CVT,ICECREAM,30.0,13.71208,100.429535
R_81852,Restaurant CVU,ICECREAM,34.0,13.780736,100.531587
R_81849,Restaurant CVV,ICECREAM,30.0,13.777017,100.573183
R_81840,Restaurant CVW,ICECREAM,35.0,13.7272768,100.5222739
R_81835,Restaurant CVX,ICECREAM,33.0,13.813189,100.561668
R_81831,Restaurant CVY,ICECREAM,31.0,13.753155,100.498745
R_81824,Restaurant CVZ,ICECREAM,42.0,13.67881682,100.413845
R_81805,Restaurant CWA,ICECREAM,39.0,13.71211866,100.4260549
R_81795,Restaurant CWB,ICECREAM,42.0,13.727685,100.76936
R_81787,Restaurant CWC,ICECREAM,34.0,13.72498264,100.4656597
R_81775,Restaurant CWD,ICECREAM,37.0,13.7840661,100.5673061
R_81770,Restaurant CWE,ICECREAM,43.0,13.706392,100.536723
R_81767,Restaurant CWF,ICECREAM,35.0,13.827061,100.676139
R_81766,Restaurant CWG,ICECREAM,31.0,13.683776,100.500148
R_81762,Restaurant CWH,ICECREAM,36.0,13.633536,100.502785
R_81758,Restaurant CWI,ICECREAM,38.0,13.694882,100.436249
R_81755,Restaurant CWJ,ICECREAM,33.0,13.73401615,100.5343997
R_81750,Restaurant CWK,ICECREAM,38.0,13.73953197,100.5318808
R_81746,Restaurant CWL,ICECREAM,30.0,13.763074,100.494535
R_81745,Restaurant CWM,ICECREAM,43.0,13.708273,100.600686
R_81733,Restaurant CWN,ICECREAM,49.0,13.59784808,100.7444163
R_81732,Restaurant CWO,ICECREAM,49.0,13.801879,100.6137907
R_81730,Restaurant CWP,ICECREAM,38.0,13.76174337,100.5685728
R_81704,Restaurant CWQ,ICECREAM,36.0,13.99427288,100.6584938
R_81696,Restaurant CWR,ICECREAM,30.0,13.66891062,100.6323224
R_81681,Restaurant CWS,ICECREAM,34.0,13.811476,100.688215
R_81668,Restaurant CWT,ICECREAM,21.0,13.697089,100.5361156
R_81665,Restaurant CWU,ICECREAM,41.0,13.8780418,100.6898677
R_81662,Restaurant CWV,ICECREAM,14.0,13.771853,100.676622
R_81643,Restaurant CWW,ICECREAM,55.0,13.75721618,100.5651254
R_81629,Restaurant CWX,ICECREAM,49.0,13.746613,100.539392
R_81624,Restaurant CWY,ICECREAM,16.0,13.64565677,100.4438671
R_81623,Restaurant CWZ,ICECREAM,64.0,13.9860159,100.6135466
R_81617,Restaurant CXA,ICECREAM,62.0,13.7660558,100.6424919
R_81606,Restaurant CXB,ICECREAM,30.0,13.784064,100.429749
R_81604,Restaurant CXC,ICECREAM,21.0,13.697597,100.537328
R_81600,Restaurant CXD,ICECREAM,21.0,13.66865409,100.4277829
R_81574,Restaurant CXE,ICECREAM,19.0,13.69775,100.5379884
R_81570,Restaurant CXF,ICECREAM,12.0,13.778192,100.486991
R_81556,Restaurant CXG,ICECREAM,63.0,13.8462699,100.6385938
R_81555,Restaurant CXH,ICECREAM,17.0,13.81747447,100.7211041
R_81545,Restaurant CXI,ICECREAM,13.0,13.82167683,100.6429066
R_81543,Restaurant CXJ,ICECREAM,38.0,13.6465945,100.6801986
R_81540,Restaurant CXK,ICECREAM,51.0,13.740385,100.561674
R_81513,Restaurant CXL,ICECREAM,45.0,13.7623462,100.5022582
R_81512,Restaurant CXM,ICECREAM,12.0,13.732948,100.393452
R_81511,Restaurant CXN,ICECREAM,50.0,13.86770639,100.5330773
R_81508,Restaurant CXO,ICECREAM,13.0,13.779947,100.486498
R_81498,Restaurant CXP,ICECREAM,24.0,13.75093096,100.5761392
R_81495,Restaurant CXQ,ICECREAM,54.0,13.73287004,100.4686832
R_81487,Restaurant CXR,ICECREAM,38.0,13.77454649,100.6222919
R_81465,Restaurant CXS,ICECREAM,56.0,13.78454,100.509341
R_81463,Restaurant CXT,ICECREAM,80.0,13.779893,100.532622
R_81461,Restaurant CXU,ICECREAM,55.0,13.7334497,100.5193966
R_81456,Restaurant CXV,ICECREAM,52.0,13.744416,100.624464
R_81453,Restaurant CXW,ICECREAM,77.0,13.7466,100.538833
R_81446,Restaurant CXX,ICECREAM,80.0,13.732922,100.530185
R_81444,Restaurant CXY,ICECREAM,80.0,13.890064,100.606808
R_81431,Restaurant CXZ,ICECREAM,73.0,13.6935189,100.648164
R_81420,Restaurant CYA,ICECREAM,42.0,13.6515856,100.485431
R_81413,Restaurant CYB,ICECREAM,46.0,13.737891,100.582331
R_81412,Restaurant CYC,ICECREAM,34.0,13.72084156,100.5709267
R_81407,Restaurant CYD,ICECREAM,28.0,13.74751639,100.5991569
R_81394,Restaurant CYE,ICECREAM,77.0,13.791074,100.544304
R_81373,Restaurant CYF,ICECREAM,16.0,13.81443962,100.7250444
R_81371,Restaurant CYG,ICECREAM,72.0,13.62698437,100.5057061
R_81358,Restaurant CYH,ICECREAM,42.0,13.6474516,100.6817298
R_81351,Restaurant CYI,ICECREAM,49.0,13.804561,100.570228
R_81349,Restaurant CYJ,ICECREAM,29.0,13.746421,100.539809
R_81345,Restaurant CYK,ICECREAM,41.0,13.7670072,100.5682381
R_81336,Restaurant CYL,ICECREAM,59.0,13.92432311,100.6243443
R_81334,Restaurant CYM,ICECREAM,39.0,13.816045,100.560198
R_81331,Restaurant CYN,ICECREAM,52.0,13.833708,100.571312
R_81317,Restaurant CYO,ICECREAM,62.0,13.7117522,100.4341068
R_81315,Restaurant CYP,ICECREAM,78.0,13.778117,100.505919
R_81308,Restaurant CYQ,ICECREAM,57.0,13.81478453,100.7279275
R_81299,Restaurant CYR,ICECREAM,42.0,13.966346,100.589467
R_81284,Restaurant CYS,ICECREAM,50.0,13.836426,100.51406
R_81271,Restaurant CYT,ICECREAM,18.0,13.622583,100.391015
R_81256,Restaurant CYU,ICECREAM,46.0,13.71617,100.427984
R_81250,Restaurant CYV,ICECREAM,55.0,13.72850017,100.5700671
R_81239,Restaurant CYW,ICECREAM,31.0,13.804406,100.5966
R_81233,Restaurant CYX,ICECREAM,54.0,13.647018,100.631684
R_81194,Restaurant CYY,ICECREAM,59.0,13.902444,100.538095
R_81167,Restaurant CYZ,ICECREAM,77.0,13.693173,100.671897
R_81161,Restaurant CZA,ICECREAM,58.0,13.729823,100.568493
R_81148,Restaurant CZB,ICECREAM,55.0,13.64742,100.681516
R_81138,Restaurant CZC,ICECREAM,68.0,13.770053,100.567895
R_81137,Restaurant CZD,ICECREAM,37.0,13.72529108,100.5382651
R_81135,Restaurant CZE,ICECREAM,41.0,13.737438,100.514633
R_81122,Restaurant CZF,ICECREAM,77.0,13.748165,100.567835
R_81120,Restaurant CZG,ICECREAM,55.0,13.807544,100.590772
R_81115,Restaurant CZH,ICECREAM,49.0,13.757917,100.565966
R_81114,Restaurant CZI,ICECREAM,17.0,13.721603,100.494095
R_81085,Restaurant CZJ,ICECREAM,55.0,13.86947,100.622454
R_81084,Restaurant CZK,ICECREAM,20.0,13.77827,100.57603
R_81075,Restaurant CZL,ICECREAM,23.0,13.85275979,100.6110404
R_81074,Restaurant CZM,ICECREAM,64.0,13.763093,100.613756
R_81064,Restaurant CZN,ICECREAM,18.0,13.77752,100.475938
R_81053,Restaurant CZO,ICECREAM,27.0,13.712325,100.433663
R_81052,Restaurant CZP,ICECREAM,25.0,14.065649,100.65826
R_81049,Restaurant CZQ,ICECREAM,79.0,13.712989,100.467258
R_81043,Restaurant CZR,ICECREAM,67.0,13.756924,100.484563
R_81034,Restaurant CZS,ICECREAM,74.0,13.7574474,100.5423558
R_81028,Restaurant CZT,ICECREAM,12.0,13.8050553,100.5761905
R_81027,Restaurant CZU,ICECREAM,34.0,13.706567,100.507437
R_81015,Restaurant CZV,ICECREAM,57.0,13.755713,100.503139
R_81013,Restaurant CZW,ICECREAM,69.0,13.7665662,100.7762668
R_81005,Restaurant CZX,ICECREAM,67.0,13.83165,100.593626
R_81004,Restaurant CZY,ICECREAM,78.0,13.76000314,100.6239332
R_81000,Restaurant CZZ,ICECREAM,41.0,13.747457,100.587536
R_80990,Restaurant DAA,ICECREAM,15.0,13.9106475,100.5524231
R_80982,Restaurant DAB,ICECREAM,11.0,13.87712995,100.637112
R_80970,Restaurant DAC,ICECREAM,26.0,13.778629,100.4756627
R_80968,Restaurant DAD,ICECREAM,24.0,13.750105,100.539651
R_80967,Restaurant DAE,ICECREAM,18.0,13.77757,100.559481
R_80956,Restaurant DAF,ICECREAM,29.0,13.744762,100.535629
R_80949,Restaurant DAG,ICECREAM,63.0,13.794575,100.6278
R_80939,Restaurant DAH,ICECREAM,19.0,13.7335664,100.5814397
R_80926,Restaurant DAI,ICECREAM,64.0,13.799972,100.549912
R_80924,Restaurant DAJ,ICECREAM,72.0,13.69251081,100.5136594
R_80912,Restaurant DAK,ICECREAM,14.0,13.731589,100.53156
R_80903,Restaurant DAL,ICECREAM,61.0,13.76496218,100.687066
R_80902,Restaurant DAM,ICECREAM,12.0,13.740283,100.510635
R_80901,Restaurant DAN,ICECREAM,70.0,13.89627877,100.5614414
R_80870,Restaurant DAO,ICECREAM,35.0,13.69967842,100.5314369
R_80863,Restaurant DAP,ICECREAM,69.0,13.692363,100.702452
R_80860,Restaurant DAQ,ICECREAM,56.0,13.778405,100.475817
R_80859,Restaurant DAR,ICECREAM,28.0,13.794006,100.60885
R_80856,Restaurant DAS,ICECREAM,44.0,13.729859,100.526042
R_80851,Restaurant DAT,ICECREAM,48.0,13.81788079,100.5636495
R_80812,Restaurant DAU,ICECREAM,68.0,13.7461,100.534
R_80794,Restaurant DAV,ICECREAM,31.0,13.6525748,100.4964436
R_80781,Restaurant DAW,ICECREAM,29.0,13.7461587,100.5649456
R_80777,Restaurant DAX,ICECREAM,34.0,13.781216,100.645699
R_80774,Restaurant DAY,ICECREAM,55.0,14.04626208,100.6157327
R_80768,Restaurant DAZ,ICECREAM,21.0,13.82642839,100.6263743
R_80760,Restaurant DBA,ICECREAM,21.0,13.72794,100.5165204
R_80750,Restaurant DBB,ICECREAM,42.0,13.684842,100.499875
R_80739,Restaurant DBC,ICECREAM,29.0,13.862799,100.691605
R_80735,Restaurant DBD,ICECREAM,26.0,13.886212,100.7242368
R_80721,Restaurant DBE,ICECREAM,38.0,13.93246762,100.6539924
R_80710,Restaurant DBF,ICECREAM,38.0,13.76783759,100.4705698
R_80707,Restaurant DBG,ICECREAM,76.0,13.71546,100.59515
R_80706,Restaurant DBH,ICECREAM,21.0,13.728212,100.535607
R_80676,Restaurant DBI,ICECREAM,31.0,13.728336,100.570607
R_80675,Restaurant DBJ,ICECREAM,69.0,13.794825,100.627016
R_80660,Restaurant DBK,ICECREAM,80.0,13.72654926,100.4904983
R_80643,Restaurant DBL,ICECREAM,49.0,13.82470994,100.5375548
R_80612,Restaurant DBM,ICECREAM,39.0,13.69506175,100.4573297
R_80611,Restaurant DBN,ICECREAM,46.0,13.858407,100.641972
R_80610,Restaurant DBO,ICECREAM,19.0,13.77739703,100.4757521
R_80601,Restaurant DBP,ICECREAM,25.0,13.84873229,100.5146835
R_80594,Restaurant DBQ,ICECREAM,60.0,13.854911,100.519295
R_80592,Restaurant DBR,ICECREAM,19.0,13.811513,100.609628
R_80591,Restaurant DBS,ICECREAM,38.0,13.739852,100.605668
R_80585,Restaurant DBT,ICECREAM,43.0,13.88839006,100.5717614
R_80584,Restaurant DBU,ICECREAM,69.0,13.73389507,100.5364826
R_80581,Restaurant DBV,ICECREAM,16.0,13.814062,100.560796
R_80579,Restaurant DBW,ICECREAM,28.0,13.84866364,100.5145507
R_80558,Restaurant DBX,ICECREAM,64.0,13.85962022,100.6223809
R_80551,Restaurant DBY,ICECREAM,80.0,13.92830247,100.5329688
R_80541,Restaurant DBZ,ICECREAM,27.0,13.95694,100.571971
R_80530,Restaurant DCA,ICECREAM,55.0,13.7828891,100.6115136
R_80529,Restaurant DCB,ICECREAM,29.0,13.81138755,100.6503609
R_80516,Restaurant DCC,ICECREAM,40.0,13.83196579,100.5045534
R_80508,Restaurant DCD,ICECREAM,29.0,13.7066273,100.525579
R_80504,Restaurant DCE,ICECREAM,46.0,13.738246,100.507056
R_80496,Restaurant DCF,ICECREAM,25.0,13.86648525,100.4972548
R_80486,Restaurant DCG,ICECREAM,69.0,13.76475494,100.4443578
R_80483,Restaurant DCH,ICECREAM,53.0,13.776519,100.478019
R_80479,Restaurant DCI,ICECREAM,76.0,13.73090383,100.5017582
R_80474,Restaurant DCJ,ICECREAM,19.0,13.75954958,100.5410865
R_80473,Restaurant DCK,ICECREAM,56.0,13.88054634,100.4865126
R_80472,Restaurant DCL,ICECREAM,11.0,13.6979897,100.5380784
R_80464,Restaurant DCM,ICECREAM,14.0,13.94386129,100.6239538
R_80455,Restaurant DCN,ICECREAM,64.0,13.799502,100.613301
R_80442,Restaurant DCO,ICECREAM,71.0,13.86007,100.512802
R_80441,Restaurant DCP,ICECREAM,53.0,13.90812306,100.5528909
R_80421,Restaurant DCQ,ICECREAM,52.0,13.91559375,100.5399213
R_80413,Restaurant DCR,ICECREAM,15.0,13.77721,100.465289
R_80412,Restaurant DCS,ICECREAM,60.0,13.873425,100.5176818
R_80409,Restaurant DCT,ICECREAM,70.0,13.697422,100.531921
R_80390,Restaurant DCU,ICECREAM,48.0,13.62524,100.730145
R_80383,Restaurant DCV,ICECREAM,11.0,13.739009,100.547942
R_80377,Restaurant DCW,ICECREAM,28.0,13.8575052,100.5358888
R_80372,Restaurant DCX,ICECREAM,80.0,13.744766,100.541423
R_80370,Restaurant DCY,ICECREAM,55.0,13.725003,100.516669
R_80368,Restaurant DCZ,ICECREAM,37.0,13.7864718,100.4880208
R_80366,Restaurant DDA,ICECREAM,16.0,13.714494,100.407939
R_80362,Restaurant DDB,ICECREAM,66.0,13.72343652,100.5799145
R_80354,Restaurant DDC,ICECREAM,53.0,13.7124369,100.5952312
R_80353,Restaurant DDD,ICECREAM,63.0,13.7439746,100.5466088
R_80349,Restaurant DDE,ICECREAM,16.0,13.907544,100.529654
R_80342,Restaurant DDF,ICECREAM,69.0,13.793735,100.687467
R_80328,Restaurant DDG,ICECREAM,47.0,13.71928,100.568402
R_80326,Restaurant DDH,ICECREAM,19.0,13.78275053,100.546433
R_80316,Restaurant DDI,ICECREAM,21.0,13.9824258,100.6087524
R_80315,Restaurant DDJ,ICECREAM,47.0,13.770165,100.676931
R_80288,Restaurant DDK,ICECREAM,20.0,13.77475903,100.6705483
R_80275,Restaurant DDL,ICECREAM,69.0,13.82625007,100.7201136
R_80274,Restaurant DDM,ICECREAM,39.0,13.821461,100.58146
R_80264,Restaurant DDN,ICECREAM,64.0,13.76213779,100.4459193
R_80259,Restaurant DDO,ICECREAM,37.0,13.8253122,100.678307
R_80255,Restaurant DDP,ICECREAM,71.0,13.61776876,100.7632751
R_80254,Restaurant DDQ,ICECREAM,46.0,13.7526319,100.5803372
R_80248,Restaurant DDR,ICECREAM,79.0,13.701512,100.524065
R_80241,Restaurant DDS,ICECREAM,63.0,13.7486499,100.5680711
R_80234,Restaurant DDT,ICECREAM,13.0,13.6587087,100.6335405
R_80230,Restaurant DDU,ICECREAM,54.0,13.743034,100.513879
R_80226,Restaurant DDV,ICECREAM,21.0,13.745641,100.52992
R_80216,Restaurant DDW,ICECREAM,23.0,13.79146212,100.4631042
R_80215,Restaurant DDX,ICECREAM,41.0,13.860458,100.518699
R_80195,Restaurant DDY,ICECREAM,37.0,13.73645664,100.7454503
R_80176,Restaurant DDZ,ICECREAM,27.0,13.727382,100.6338472
R_80172,Restaurant DEA,ICECREAM,75.0,13.913896,100.493574
R_80166,Restaurant DEB,ICECREAM,71.0,13.92642252,100.589556
R_80161,Restaurant DEC,ICECREAM,70.0,13.771953,100.609534
R_80135,Restaurant DED,ICECREAM,22.0,13.9112244,100.5087038
R_80127,Restaurant DEE,ICECREAM,59.0,13.712535,100.784989
R_80122,Restaurant DEF,ICECREAM,30.0,13.7723432,100.6114803
R_80116,Restaurant DEG,ICECREAM,67.0,13.79567774,100.7117564
R_80108,Restaurant DEH,ICECREAM,30.0,13.766068,100.557038
R_80104,Restaurant DEI,ICECREAM,43.0,13.912341,100.58192
R_80089,Restaurant DEJ,ICECREAM,27.0,13.82393849,100.5957432
R_80080,Restaurant DEK,ICECREAM,39.0,13.687618,100.64763
R_80064,Restaurant DEL,ICECREAM,74.0,13.753976,100.623355
R_80063,Restaurant DEM,ICECREAM,69.0,13.75944627,100.4794094
R_80047,Restaurant DEN,ICECREAM,20.0,13.65666978,100.5924638
R_80046,Restaurant DEO,ICECREAM,50.0,13.71232,100.418984
R_80039,Restaurant DEP,ICECREAM,79.0,13.706705,100.536464
R_80032,Restaurant DEQ,ICECREAM,47.0,13.8567555,100.5396153
R_80026,Restaurant DER,ICECREAM,48.0,13.775498,100.641128
R_80023,Restaurant DES,ICECREAM,28.0,13.946388,100.623876
R_80022,Restaurant DET,ICECREAM,75.0,13.739688,100.747913
R_80019,Restaurant DEU,ICECREAM,20.0,13.78385777,100.5109636
R_80018,Restaurant DEV,ICECREAM,80.0,13.85919838,100.5185857
R_80011,Restaurant DEW,ICECREAM,29.0,13.771019,100.63388
R_80001,Restaurant DEX,ICECREAM,58.0,13.945917,100.625081
